Name;Vorname;PLZ;Straße;Hausnummer;Ort;n;VK ohne Ust;VK mit Ust;VK Gesamt;Stückpreis mit Ust;Stückpreis ohne Ust;Ust. % Satz;ZS Produkt;Zs ohne Ust;Gesamt Ust. Betrag;Betrag;Bestelldatum;Lieferdatum;KundenNr
Idelberger;Oswald;71711;Glienicker Weg;4;Murr;1;1,99 €;2,37 €;2,37 €;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;22,36 €;07.02.2020;09.02.2020;000768
Abdula;Aaliyah;69427;Handjerystraße;4;Mudau;1; -   € ; -   € ; -   € ;359,99 €;302,51 €;19%;359,99 €;302,51 €;57,48 €;359,99 €;08.02.2020;10.02.2020;000769
Jaacks;Rainer;72172;Dörpfeldstraße;25;Sulz am Neckar;2; -   € ; -   € ; -   € ;59,99 €;50,41 €;19%;119,98 €;100,82 €;19,16 €;119,98 €;09.02.2020;11.02.2020;000770
Dähmlow;Jasmin;69251;Bohrauer Pfad;1;Gaiberg;2;1,01 €;1,20 €;1,20 €;19,99 €;16,80 €;19%;39,98 €;33,60 €;6,38 €;41,18 €;10.02.2020;12.02.2020;000771
Haberkern;Uda;71083;Eschenbachstraße;36;Herrenberg;2; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;99,98 €;84,02 €;15,96 €;99,98 €;11.02.2020;13.02.2020;000772
Babler;David;71739;Berberitzenweg;8;Oberriexingen;1;1,99 €;2,37 €;2,37 €;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;5,36 €;12.02.2020;14.02.2020;000773
Labenz;Maximilian;71299;Glanzstraße;6;Wimsheim;1;1,55 €;1,84 €;1,84 €;15,99 €;13,44 €;19%;15,99 €;13,44 €;2,55 €;17,83 €;13.02.2020;15.02.2020;000774
Baasch;Deenah;71409;Vimystraße;1;Schwaikheim;2; -   € ; -   € ; -   € ;99,99 €;84,03 €;19%;199,98 €;168,05 €;31,93 €;199,98 €;14.02.2020;16.02.2020;000775
Bachmair;Aras;72229;Hoffmannstraße;47;Rohrdorf (Kreis Calw);1;1,99 €;2,37 €;2,37 €;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;102,36 €;15.02.2020;17.02.2020;000776
Abelmann;Alexandra;71111;Moissistraße;84;Waldenbuch;5; -   € ; -   € ; -   € ;32,99 €;27,72 €;19%;164,95 €;138,61 €;26,34 €;164,95 €;16.02.2020;18.02.2020;000777
Gackenheimer;Lukas;72477;Bärdorfer Zeile;29;Schwenningen (Heuberg);1; -   € ; -   € ; -   € ;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;2,99 €;17.02.2020;19.02.2020;000778
Lachinger;Achim;71720;Hauptweg;1;Oberstenfeld;1; -   € ; -   € ; -   € ;89,99 €;75,62 €;19%;89,99 €;75,62 €;14,37 €;89,99 €;18.02.2020;20.02.2020;000779
Pachler;Hafiz;72660;Pfingstberggasse;9;Beuren bei Nürtingen;1; -   € ; -   € ; -   € ;6,99 €;5,87 €;19%;6,99 €;5,87 €;1,12 €;6,99 €;19.02.2020;21.02.2020;000780
Obeng;Jaqueline;72664;Arndtstraße;25;Kohlberg (Württemberg);1; -   € ; -   € ; -   € ;59,99 €;50,41 €;19%;59,99 €;50,41 €;9,58 €;59,99 €;20.02.2020;22.02.2020;000781
Babiel;Fabienne;71711;Frauenlobstraße;25;Steinheim an der Murr;1; -   € ; -   € ; -   € ;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;2,99 €;21.02.2020;23.02.2020;000782
Laar;Konstantin;71149;Frauenlobstraße;26;Bondorf;1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;22.02.2020;24.02.2020;000783
Idler;Paavo;71726;Köpenicker Straße;2;Benningen am Neckar;2; -   € ; -   € ; -   € ;6,39 €;5,37 €;19%;12,78 €;10,74 €;2,04 €;12,78 €;23.02.2020;25.02.2020;000784
Habenicht;Tamy;69257;Gondeker Straße;1;Wiesenbach (Baden);1; -   € ; -   € ; -   € ;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;99,99 €;24.02.2020;26.02.2020;000785
Gabrys;Kasper;72414;Genossenschaftsstraße;5;Rangendingen;2;1,35 €;1,61 €;1,61 €;79,99 €;67,22 €;19%;159,98 €;134,44 €;25,54 €;161,59 €;25.02.2020;27.02.2020;000786
Lach;Amos;71679;Neltestraße;3;Asperg;1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;26.02.2020;28.02.2020;000787
Kabjoll;Arielle;68775;Köpenicker Straße;64;Ketsch;2; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;99,98 €;84,02 €;15,96 €;99,98 €;27.02.2020;29.02.2020;000788
Habenstein;Trudi;69259;Hallberger Zeile;1;Wilhelmsfeld;1;1,78 €;2,12 €;2,12 €;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;52,11 €;28.02.2020;01.03.2020;000789
Jabri;Till;72229;Thelenstraße;24;Rohrdorf (Kreis Calw);1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;29.02.2020;02.03.2020;000790
Oberacher;Janis;72669;Florian-Geyer-Straße;5;Unterensingen;1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;01.03.2020;03.03.2020;000791
Machleidt;Gila;72517;Behringstraße;3;Sigmaringendorf;1; -   € ; -   € ; -   € ;39,99 €;33,61 €;19%;39,99 €;33,61 €;6,38 €;39,99 €;02.03.2020;04.03.2020;000792
Oberdorfer;Celia;72226;Gellertstraße;5;Simmersfeld;1;1,63 €;1,94 €;1,94 €;69,99 €;58,82 €;19%;69,99 €;58,82 €;11,17 €;71,93 €;03.03.2020;05.03.2020;000793
Baartz;Chaya;71397;Stienitzseestraße;4;Leutenbach (Württemberg);1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;04.03.2020;06.03.2020;000794
Ibsch;Nabil;71540;Bernstadter Weg;5;Murrhardt;1;1,00 €;1,19 €;1,19 €;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;51,18 €;05.03.2020;07.03.2020;000795
Oana;Juni;72636;Ekkehardstraße;47;Frickenhausen (Württemberg);1;1,01 €;1,20 €;1,20 €;12,99 €;10,92 €;19%;12,99 €;10,92 €;2,07 €;14,19 €;06.03.2020;08.03.2020;000796
Kadem;Dari;69436;Vimystraße;1;Schönbrunn (Baden);3;4,99 €;5,94 €;5,94 €;119,99 €;100,83 €;19%;359,97 €;302,50 €;57,47 €;365,91 €;07.03.2020;09.03.2020;000797
Obenauf;Jessika;72658;Hänselstraße;24;Bempflingen;1; -   € ; -   € ; -   € ;29,99 €;25,20 €;19%;29,99 €;25,20 €;4,79 €;29,99 €;08.03.2020;10.03.2020;000798
Haala;Phlomena;72800;Thomas-Müntzer-Straße;1;Eningen unter Achalm;1;1,55 €;1,84 €;1,84 €;39,99 €;33,61 €;19%;39,99 €;33,61 €;6,38 €;41,83 €;09.03.2020;11.03.2020;000799
Haarhaus;Pardis;72827;Justus-von-Liebig-Straße;6;Wannweil;1;1,99 €;2,37 €;2,37 €;32,99 €;27,72 €;19%;32,99 €;27,72 €;5,27 €;35,36 €;10.03.2020;12.03.2020;000800
Caceres;Carsten;72488;Friedlander Straße;98;Sigmaringen;1; -   € ; -   € ; -   € ;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;19,99 €;11.03.2020;13.03.2020;000801
Saade;Moritz;72517;Anna-Seghers-Straße;25;Sigmaringendorf;1;2,56 €;3,05 €;3,05 €;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;103,04 €;12.03.2020;14.03.2020;000802
Bachofner;Altfried;72356;Hackenbergstraße;1;Dautmergen;5;2,56 €;3,05 €;3,05 €;9,99 €;8,39 €;19%;49,95 €;41,97 €;7,98 €;53,00 €;13.03.2020;15.03.2020;000803
Babatz;Elif;71576;Agavensteig;1;Burgstetten;1;3,99 €;4,75 €;4,75 €;69,99 €;58,82 €;19%;69,99 €;58,82 €;11,17 €;74,74 €;14.03.2020;16.03.2020;000804
Ebenhoch;Mina;71404;Nipkowstraße;9;Korb;1;1,99 €;2,37 €;2,37 €;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;6,36 €;15.03.2020;17.03.2020;000805
Labitzke;Peter;71404;Königsheideweg;64;Korb;1;1,99 €;2,37 €;2,37 €;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;4,36 €;16.03.2020;18.03.2020;000806
Baatz;Dari;71543;Zinsgutstraße;9;Wüstenrot;1; -   € ; -   € ; -   € ;359,99 €;302,51 €;19%;359,99 €;302,51 €;57,48 €;359,99 €;17.03.2020;19.03.2020;000807
Calabro;Fiona;72661;Vimystraße;58;Grafenberg;1; -   € ; -   € ; -   € ;4,69 €;3,94 €;19%;4,69 €;3,94 €;0,75 €;4,69 €;18.03.2020;20.03.2020;000808
Cabral;Cadmus;72474;Moissistraße;64;Winterlingen;1; -   € ; -   € ; -   € ;6,99 €;5,87 €;19%;6,99 €;5,87 €;1,12 €;6,99 €;19.03.2020;21.03.2020;000809
Babic;Franziska;71706;Ernststraße;27;Markgröningen;1;3,00 €;3,57 €;3,57 €;32,99 €;27,72 €;19%;32,99 €;27,72 €;5,27 €;36,56 €;20.03.2020;22.03.2020;000810
Machacek;Ebbo;72369;Ernst-Lau-Straße;64;Zimmern unter der Burg;1; -   € ; -   € ; -   € ;119,99 €;100,83 €;19%;119,99 €;100,83 €;19,16 €;119,99 €;21.03.2020;23.03.2020;000811
Maaz;Demian;72297;Rosenweg;5;Seewald;1;1,40 €;1,67 €;1,67 €;3,59 €;3,02 €;19%;3,59 €;3,02 €;0,57 €;5,26 €;22.03.2020;24.03.2020;000812
Babst;Philipp;72135;Dammweg;2;Dettenhausen;1; -   € ; -   € ; -   € ;32,99 €;27,72 €;19%;32,99 €;27,72 €;5,27 €;32,99 €;23.03.2020;25.03.2020;000813
Lacey;Arian;71579;Lohnauer Steig;1;Spiegelberg;1; -   € ; -   € ; -   € ;169,99 €;142,85 €;19%;169,99 €;142,85 €;27,14 €;169,99 €;24.03.2020;26.03.2020;000814
Ebinger;Haku;72138;Magnusstraße;45;Kirchentellinsfurt;1;1,99 €;2,37 €;2,37 €;199,99 €;168,06 €;19%;199,99 €;168,06 €;31,93 €;202,36 €;25.03.2020;27.03.2020;000815
Kadioglu;Emily;71083;Erich-Thilo-Straße;4;Herrenberg;1; -   € ; -   € ; -   € ;169,99 €;142,85 €;19%;169,99 €;142,85 €;27,14 €;169,99 €;26.03.2020;28.03.2020;000816
Daab;Filomae;72793;Wilhelm-Ostwald-Straße;61;Pfullingen;1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;27.03.2020;29.03.2020;000817
Gäng;Mika;72582;Hollstraße;8;Grabenstetten;1; -   € ; -   € ; -   € ;119,99 €;100,83 €;19%;119,99 €;100,83 €;19,16 €;119,99 €;28.03.2020;30.03.2020;000818
Ickert;Nepomuk;71566;Handjerystraße;29;Althütte;1; -   € ; -   € ; -   € ;29,99 €;25,20 €;19%;29,99 €;25,20 €;4,79 €;29,99 €;29.03.2020;31.03.2020;000819
Kabbeck;Aini;68542;Freystadter Weg;9;Heddesheim;2; -   € ; -   € ; -   € ;79,99 €;67,22 €;19%;159,98 €;134,44 €;25,54 €;159,98 €;30.03.2020;01.04.2020;000820
Daeschle;Kathrin;69502;Friedenstraße;8;Hemsbach (Bergstraße);1; -   € ; -   € ; -   € ;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;19,99 €;31.03.2020;02.04.2020;000821
Bachus;Ben;72364;Neltestraße;5;Obernheim;1; -   € ; -   € ; -   € ;16,99 €;14,28 €;19%;16,99 €;14,28 €;2,71 €;16,99 €;01.04.2020;03.04.2020;000822
Cacciatore;Camern;72479;Freystadter Weg;9;Straßberg;1; -   € ; -   € ; -   € ;119,99 €;100,83 €;19%;119,99 €;100,83 €;19,16 €;119,99 €;02.04.2020;04.04.2020;000823
Gack;Konrad;72475;Neltestraße;65;Bitz;1; -   € ; -   € ; -   € ;29,99 €;25,20 €;19%;29,99 €;25,20 €;4,79 €;29,99 €;03.04.2020;05.04.2020;000824
Labak;Noah;71277;Bodelschwinghstraße;8;Rutesheim;1; -   € ; -   € ; -   € ;32,99 €;27,72 €;19%;32,99 €;27,72 €;5,27 €;32,99 €;04.04.2020;06.04.2020;000825
Maar;Cem;72184;Freystadter Weg;26;Eutingen im Gäu;1;1,54 €;1,83 €;1,83 €;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;5,82 €;05.04.2020;07.04.2020;000826
Babin;Konstantin;71726;Heidemühler Weg;8;Benningen am Neckar;2; -   € ; -   € ; -   € ;19,99 €;16,80 €;19%;39,98 €;33,60 €;6,38 €;39,98 €;06.04.2020;08.04.2020;000827
Haaken;Pia;72669;Steinbachstraße;24;Unterensingen;1; -   € ; -   € ; -   € ;199,99 €;168,06 €;19%;199,99 €;168,06 €;31,93 €;199,99 €;07.04.2020;09.04.2020;000828
Bachner;Amos;72348;Friedenstraße;25;Rosenfeld;1; -   € ; -   € ; -   € ;69,99 €;58,82 €;19%;69,99 €;58,82 €;11,17 €;69,99 €;08.04.2020;10.04.2020;000829
Ebbert;Leni;71157;Handjerystraße;61;Hildrizhausen;1; -   € ; -   € ; -   € ;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;19,99 €;09.04.2020;11.04.2020;000830
Jacquemin;Yannik;72511;Glanzstraße;3;Bingen bei Sigmaringen;1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;10.04.2020;12.04.2020;000831
Gabrielli;Kylan;72406;Friedenstraße;65;Bisingen;1;1,63 €;1,94 €;1,94 €;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;101,93 €;11.04.2020;13.04.2020;000832
Obermair;Mina;72475;Köpenicker Straße;1;Bitz;1;2,56 €;3,05 €;3,05 €;59,99 €;50,41 €;19%;59,99 €;50,41 €;9,58 €;63,04 €;12.04.2020;14.04.2020;000833
Daeubner;Kaaria;71101;Hoffmannstraße;36;Schönaich;1; -   € ; -   € ; -   € ;59,99 €;50,41 €;19%;59,99 €;50,41 €;9,58 €;59,99 €;13.04.2020;15.04.2020;000834
Gaber;Jannis;72351;Eschenbachstraße;25;Geislingen (Zollernalbkreis);1; -   € ; -   € ; -   € ;29,99 €;25,20 €;19%;29,99 €;25,20 €;4,79 €;29,99 €;14.04.2020;16.04.2020;000835
Maatouk;Diego;72250;Otto-Franke-Straße;6;Freudenstadt;1; -   € ; -   € ; -   € ;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;2,99 €;15.04.2020;17.04.2020;000836
Ibrom;Niko;71522;Anna-Seghers-Straße;9;Backnang;1;2,00 €;2,38 €;2,38 €;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;102,37 €;16.04.2020;18.04.2020;000837
Packer;Julian;72213;Heidemühler Weg;8;Altensteig;1;1,99 €;2,37 €;2,37 €;499,99 €;420,16 €;19%;499,99 €;420,16 €;79,83 €;502,36 €;17.04.2020;19.04.2020;000838
Gabel;Jaap;72297;Bodelschwinghstraße;24;Seewald;2; -   € ; -   € ; -   € ;5,99 €;5,03 €;19%;11,98 €;10,07 €;1,91 €;11,98 €;18.04.2020;20.04.2020;000839
Padmanabhan;Samo;72356;Hohenbirker Weg;8;Dautmergen;1; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;1,99 €;19.04.2020;21.04.2020;000840
Daferner;Kaisa;71120;Altheider Straße;4;Grafenau (Württemberg);1;1,78 €;2,12 €;2,12 €;79,99 €;67,22 €;19%;79,99 €;67,22 €;12,77 €;82,11 €;20.04.2020;22.04.2020;000841
Icks;Oliver;71577;Köpenicker Straße;26;Großerlach;1; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;1,99 €;21.04.2020;23.04.2020;000842
Labus;Asis;71566;Hackenbergstraße;25;Althütte;1;2,40 €;2,86 €;2,86 €;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;6,85 €;22.04.2020;24.04.2020;000843
Kaatsch;Susanne;72660;Neltestraße;61;Beuren bei Nürtingen;2; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;3,98 €;3,34 €;0,64 €;3,98 €;23.04.2020;25.04.2020;000844
Icke;Nadeem;71560;Gemeinschaftsstraße;98;Sulzbach an der Murr;1; -   € ; -   € ; -   € ;69,99 €;58,82 €;19%;69,99 €;58,82 €;11,17 €;69,99 €;24.04.2020;26.04.2020;000845
Jachnik;Titus;72336;Carl-Scheele-Straße;6;Balingen;2;2,33 €;2,77 €;2,77 €;9,99 €;8,39 €;19%;19,98 €;16,79 €;3,19 €;22,75 €;25.04.2020;27.04.2020;000846
Kaas;Elena;72657;Husstraße;15;Altenriet;1; -   € ; -   € ; -   € ;6,39 €;5,37 €;19%;6,39 €;5,37 €;1,02 €;6,39 €;26.04.2020;28.04.2020;000847
Kadach;Caecilia;69253;Oberspreestraße;1;Heiligkreuzsteinach;1; -   € ; -   € ; -   € ;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;2,99 €;27.04.2020;29.04.2020;000848
Abed;Abigail;69502;Friedlander Straße;6;Hemsbach (Bergstraße);1;1,50 €;1,79 €;1,79 €;69,99 €;58,82 €;19%;69,99 €;58,82 €;11,17 €;71,78 €;28.04.2020;30.04.2020;000849
Jade;Lukas;72516;Hohenbirker Weg;8;Scheer;1;2,55 €;3,03 €;3,03 €;499,99 €;420,16 €;19%;499,99 €;420,16 €;79,83 €;503,02 €;29.04.2020;01.05.2020;000850
Haasis;Svea;68799;Vimystraße;64;Reilingen;1; -   € ; -   € ; -   € ;12,99 €;10,92 €;19%;12,99 €;10,92 €;2,07 €;12,99 €;30.04.2020;02.05.2020;000851
Ebers;Günter;71691;Ernst-Lau-Straße;25;Freiberg am Neckar;1;2,00 €;2,38 €;2,38 €;59,99 €;50,41 €;19%;59,99 €;50,41 €;9,58 €;62,37 €;01.05.2020;03.05.2020;000852
Kabalan;Aaliyah;72793;Friedlander Straße;25;Pfullingen;1;1,22 €;1,45 €;1,45 €;119,99 €;100,83 €;19%;119,99 €;100,83 €;19,16 €;121,44 €;02.05.2020;04.05.2020;000853
Paar;Gustav;72532;Dörpfeldstraße;2;Gomadingen;1; -   € ; -   € ; -   € ;199,99 €;168,06 €;19%;199,99 €;168,06 €;31,93 €;199,99 €;03.05.2020;05.05.2020;000854
Laag;Freya;71116;Behringstraße;26;Gärtringen;1; -   € ; -   € ; -   € ;149,99 €;126,04 €;19%;149,99 €;126,04 €;23,95 €;149,99 €;04.05.2020;06.05.2020;000855
Laan;Franz;71144;Felsenfest;24;Steinenbronn;1; -   € ; -   € ; -   € ;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;19,99 €;05.05.2020;07.05.2020;000856
Habereder;Tilla;69437;Baumschulenstraße;2;Neckargerach;2;1,24 €;1,48 €;1,48 €;69,99 €;58,82 €;19%;139,98 €;117,63 €;22,35 €;141,46 €;06.05.2020;08.05.2020;000857
Jabusch;Tino;72296;Waldstraße;1;Schopfloch (Schwarzwald);1;1,78 €;2,12 €;2,12 €;69,99 €;58,82 €;19%;69,99 €;58,82 €;11,17 €;72,11 €;07.05.2020;09.05.2020;000858
Haak;Odilia;72666;Schneckenburgerstraße;12;Neckartailfingen;1; -   € ; -   € ; -   € ;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;19,99 €;08.05.2020;10.05.2020;000859
Saak;Milo;72534;Friedlander Straße;15;Hayingen;1; -   € ; -   € ; -   € ;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;99,99 €;09.05.2020;11.05.2020;000860
Abbe;Elisabeth;69181;Friedenstraße;9;Leimen (Baden);1;1,69 €;2,01 €;2,01 €;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;6,00 €;10.05.2020;12.05.2020;000861
Iffländer;Kasimir;72131;Rosenweg;9;Ofterdingen;4;1,50 €;1,79 €;1,79 €;6,99 €;5,87 €;19%;27,96 €;23,50 €;4,46 €;29,75 €;11.05.2020;13.05.2020;000862
Eberz;Henry;71737;Waldstraße;1;Kirchberg an der Murr;1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;12.05.2020;14.05.2020;000863
Haar;Paola;72813;Wünschelburger Gang;6;Sankt Johann (Württemberg);1;1,99 €;2,37 €;2,37 €;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;5,36 €;13.05.2020;15.05.2020;000864
Jackel;Tillmann;72359;Am Adlergestell;1;Dotternhausen;1; -   € ; -   € ; -   € ;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;2,99 €;14.05.2020;16.05.2020;000865
Jackels;Uwe;72361;Agavensteig;3;Hausen am Tann;1; -   € ; -   € ; -   € ;0,99 €;0,83 €;19%;0,99 €;0,83 €;0,16 €;0,99 €;15.05.2020;17.05.2020;000866
Gabrielle;Kai;72401;Florian-Geyer-Straße;51;Haigerloch;1;2,33 €;2,77 €;2,77 €;89,99 €;75,62 €;19%;89,99 €;75,62 €;14,37 €;92,76 €;16.05.2020;18.05.2020;000867
Oberlander;Laureen;72401;Walther-Nernst-Straße;1;Haigerloch;1;1,99 €;2,37 €;2,37 €;6,99 €;5,87 €;19%;6,99 €;5,87 €;1,12 €;9,36 €;17.05.2020;19.05.2020;000868
Cagli;Diego;72534;Schneckenburgerstraße;7;Hayingen;1; -   € ; -   € ; -   € ;359,99 €;302,51 €;19%;359,99 €;302,51 €;57,48 €;359,99 €;18.05.2020;20.05.2020;000869
Lachenmaier;Altfried;71696;Friedenstraße;8;Möglingen;1; -   € ; -   € ; -   € ;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;99,99 €;19.05.2020;21.05.2020;000870
Jaber;Sascha;72186;Ernst-Lau-Straße;58;Empfingen;1; -   € ; -   € ; -   € ;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;99,99 €;20.05.2020;22.05.2020;000871
Maasz;Diminic;72227;Walther-Nernst-Straße;23;Egenhausen;1; -   € ; -   € ; -   € ;32,99 €;27,72 €;19%;32,99 €;27,72 €;5,27 €;32,99 €;21.05.2020;23.05.2020;000872
Kablau;Aamu;68789;Walther-Nernst-Straße;28;Sankt Leon-Rot;1; -   € ; -   € ; -   € ;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;19,99 €;22.05.2020;24.05.2020;000873
Baake;Charlotte;71292;Newtonstraße;1;Friolzheim;2;2,10 €;2,50 €;2,50 €;29,99 €;25,20 €;19%;59,98 €;50,40 €;9,58 €;62,48 €;23.05.2020;25.05.2020;000874
Bachnick;Arik;72351;Gellertstraße;24;Geislingen (Zollernalbkreis);1;2,99 €;3,56 €;3,56 €;39,99 €;33,61 €;19%;39,99 €;33,61 €;6,38 €;43,55 €;24.05.2020;26.05.2020;000875
Pablo;Gismund;72582;Platz der Befreiung;25;Grabenstetten;1; -   € ; -   € ; -   € ;32,99 €;27,72 €;19%;32,99 €;27,72 €;5,27 €;32,99 €;25.05.2020;27.05.2020;000876
Machalett;Fabrizius;72401;Platz der Befreiung;9;Haigerloch;1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;26.05.2020;28.05.2020;000877
Abbate;Paulina;69168;Florian-Geyer-Straße;65;Wiesloch;1;1,00 €;1,19 €;1,19 €;12,99 €;10,92 €;19%;12,99 €;10,92 €;2,07 €;14,18 €;27.05.2020;29.05.2020;000878
Haager;Olivia;72664;Rosenweg;61;Kohlberg (Württemberg);2; -   € ; -   € ; -   € ;79,99 €;67,22 €;19%;159,98 €;134,44 €;25,54 €;159,98 €;28.05.2020;30.05.2020;000879
Jablonowski;Tim;72221;Rudower Chaussee;2;Haiterbach;1; -   € ; -   € ; -   € ;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;99,99 €;29.05.2020;31.05.2020;000880
Daeschner;Catrin;69514;Gellertstraße;95;Laudenbach (Bergstraße);2; -   € ; -   € ; -   € ;29,99 €;25,20 €;19%;59,98 €;50,40 €;9,58 €;59,98 €;30.05.2020;01.06.2020;000881
Haben;Tamina;69256;Frauenlobstraße;2;Mauer (Baden);1; -   € ; -   € ; -   € ;89,99 €;75,62 €;19%;89,99 €;75,62 €;14,37 €;89,99 €;31.05.2020;02.06.2020;000882
Cabezas;Caspar;72419;Hollstraße;9;Neufra;1; -   € ; -   € ; -   € ;12,99 €;10,92 €;19%;12,99 €;10,92 €;2,07 €;12,99 €;01.06.2020;03.06.2020;000883
Iacono;Ulvi;71106;Heidekampweg;4;Magstadt;1; -   € ; -   € ; -   € ;0,99 €;0,83 €;19%;0,99 €;0,83 €;0,16 €;0,99 €;02.06.2020;04.06.2020;000884
Dämmig;Justyna;69434;Hoffmannstraße;1;Heddesbach;1; -   € ; -   € ; -   € ;12,99 €;10,92 €;19%;12,99 €;10,92 €;2,07 €;12,99 €;03.06.2020;05.06.2020;000885
Bachmeier;Arian;72336;Florian-Geyer-Straße;12;Balingen;1; -   € ; -   € ; -   € ;199,99 €;168,06 €;19%;199,99 €;168,06 €;31,93 €;199,99 €;04.06.2020;06.06.2020;000886
Gaedtke;Mattes;72574;Handjerystraße;9;Bad Urach;1; -   € ; -   € ; -   € ;5,99 €;5,03 €;19%;5,99 €;5,03 €;0,96 €;5,99 €;05.06.2020;07.06.2020;000887
Ebmeyer;Hardy;72147;Barbara-McClintock-Straße;95;Nehren (Württemberg);1; -   € ; -   € ; -   € ;9,99 €;8,39 €;19%;9,99 €;8,39 €;1,60 €;9,99 €;06.06.2020;08.06.2020;000888
Ebenbeck;Mathilda;71364;Hollstraße;8;Winnenden;1;3,99 €;4,75 €;4,75 €;0,99 €;0,83 €;19%;0,99 €;0,83 €;0,16 €;5,74 €;07.06.2020;09.06.2020;000889
Haastert;Stella;69181;Magnusstraße;65;Leimen (Baden);1; -   € ; -   € ; -   € ;119,99 €;100,83 €;19%;119,99 €;100,83 €;19,16 €;119,99 €;08.06.2020;10.06.2020;000890
Obermann;Magdalena;72477;Moissistraße;84;Schwenningen (Heuberg);1;2,40 €;2,86 €;2,86 €;169,99 €;142,85 €;19%;169,99 €;142,85 €;27,14 €;172,85 €;09.06.2020;11.06.2020;000891
Jablonsky;Thilo;72227;Stienitzseestraße;25;Egenhausen;1; -   € ; -   € ; -   € ;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;19,99 €;10.06.2020;12.06.2020;000892
Däumichen;Kerstin;71106;Husstraße;14;Magstadt;2; -   € ; -   € ; -   € ;169,99 €;142,85 €;19%;339,98 €;285,70 €;54,28 €;339,98 €;11.06.2020;13.06.2020;000893
Ibscher;Noel;71543;Büchnerweg;64;Wüstenrot;1;1,69 €;2,01 €;2,01 €;79,99 €;67,22 €;19%;79,99 €;67,22 €;12,77 €;82,00 €;12.06.2020;14.06.2020;000894
Ebbing;Lara;71254;Köpenicker Straße;24;Ditzingen;2; -   € ; -   € ; -   € ;69,99 €;58,82 €;19%;139,98 €;117,63 €;22,35 €;139,98 €;13.06.2020;15.06.2020;000895
Kaaf;Selma;72639;Gellertstraße;9;Neuffen;1;1,99 €;2,37 €;2,37 €;3,59 €;3,02 €;19%;3,59 €;3,02 €;0,57 €;5,96 €;14.06.2020;16.06.2020;000896
