Vorname,Name,Straße,Hausnummer,PLZ,Ort,Land,Bestell_Datum,Rechnungs_Liefer_Datum,n,VK ohne Ust,VK mit Ust,VK Gesamt,Stückpreis mit Ust,Stückpreis ohne Ust,Ust. % Satz,ZS Produkt,Zs ohne Ust,Gesamt Ust. Betrag
Elif,Kadir,Pfingstberggasse,48,71088,Holzgerlingen,Germany,08 September 2020,11 September 2020,5,0.0,0.0,0.0,49.99,42.00840336134454,0.19,249.95,210.0420168067227,39.90798319327732
Matthias,Gäckle,Eigenheimgasse,1,72534,Hayingen,Germany,09 September 2020,12 September 2020,1,2.0,2.38,2.38,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Robin,Igel,Steinbachstraße,95,72141,Walddorfhäslach,Germany,10 September 2020,13 September 2020,1,0.0,0.0,0.0,119.99,100.83193277310924,0.19,119.99,100.83193277310924,19.15806722689075
Julian,Gabber,Alpenrosenweg,61,72229,Rohrdorf (Kreis Calw),Germany,11 September 2020,14 September 2020,1,0.0,0.0,0.0,12.99,10.915966386554622,0.19,12.99,10.915966386554622,2.074033613445378
Elias,Babka,Alpenrosenweg,4,71735,Eberdingen,Germany,12 September 2020,15 September 2020,1,0.0,0.0,0.0,4.69,3.941176470588236,0.19,4.69,3.941176470588236,0.7488235294117644
Emira,Kadic,Wilhelm-Ostwald-Straße,14,69514,Laudenbach (Bergstraße),Germany,13 September 2020,16 September 2020,1,3.0,3.5700000000000003,3.5700000000000003,59.99,50.41176470588236,0.19,59.99,50.41176470588236,9.578235294117649
Juni,Dademasch,Glanzstraße,65,69207,Sandhausen,Germany,14 September 2020,17 September 2020,1,0.0,0.0,0.0,9.99,8.394957983193278,0.19,9.99,8.394957983193278,1.5950420168067223
Leon,Gackstatter,Florian-Geyer-Straße,5,72479,Straßberg,Germany,15 September 2020,18 September 2020,1,0.0,0.0,0.0,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Taavi,Jacke,Barbara-McClintock-Straße,8,72358,Dormettingen,Germany,16 September 2020,19 September 2020,1,1.65,1.9635,1.9635,16.99,14.277310924369749,0.19,16.99,14.277310924369749,2.7126890756302515
Ella,Jaeck,Hänselstraße,9,72517,Sigmaringendorf,Germany,17 September 2020,20 September 2020,1,0.0,0.0,0.0,149.99,126.0420168067227,0.19,149.99,126.0420168067227,23.94798319327731
Friedrich,Bachert,Adlergestell,25,72184,Eutingen im Gäu,Germany,18 September 2020,21 September 2020,2,0.0,0.0,0.0,59.99,50.41176470588236,0.19,119.98,100.82352941176472,19.15647058823529
Mika,Saake,Gemeinschaftsstraße,16,72535,Heroldstatt,Germany,19 September 2020,22 September 2020,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Karl,Bacher,Abtstraße,84,72181,Starzach,Germany,20 September 2020,23 September 2020,1,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Riko,Ifland,Selchowstraße,8,72138,Kirchentellinsfurt,Germany,21 September 2020,24 September 2020,1,1.01,1.2019,1.2019,60.99,51.25210084033614,0.19,60.99,51.25210084033614,9.73789915966386
Darius,Maaske,Hollstraße,24,72221,Haiterbach,Germany,22 September 2020,25 September 2020,1,0.0,0.0,0.0,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Henry,Pachal,Stienitzseestraße,4,72622,Nürtingen,Germany,23 September 2020,26 September 2020,1,1.7,2.023,2.023,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Fabio,Machate,Seidenbaustraße,29,72414,Rangendingen,Germany,24 September 2020,27 September 2020,2,2.55,3.0345,3.0345,59.99,50.41176470588236,0.19,119.98,100.82352941176472,19.15647058823529
Wilhelm,Jacky,Alpenrosenweg,29,72469,Meßstetten,Germany,25 September 2020,28 September 2020,1,2.99,3.5581000000000005,3.5581000000000005,119.99,100.83193277310924,0.19,119.99,100.83193277310924,19.15806722689075
Quinn,Idrizi,Otto-Franke-Straße,6,71737,Kirchberg an der Murr,Germany,26 September 2020,29 September 2020,1,2.56,3.0464,3.0464,12.99,10.915966386554622,0.19,12.99,10.915966386554622,2.074033613445378
Ulrika,Haberkost,Glanzstraße,25,71093,Weil im Schönbuch,Germany,27 September 2020,30 September 2020,3,0.0,0.0,0.0,16.99,14.277310924369749,0.19,50.97,42.83193277310925,8.138067226890755
Oana,Haake,Selchowstraße,25,72667,Schlaitdorf,Germany,28 September 2020,01 October 2020,3,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,11.97,10.058823529411766,1.9111764705882344
Jarne,Gabriele,Bohrauer Pfad,8,72379,Hechingen,Germany,29 September 2020,02 October 2020,2,1.7,2.023,2.023,149.99,126.0420168067227,0.19,299.98,252.0840336134454,47.89596638655462
Ariane,Abele,Hollstraße,95,71101,Schönaich,Germany,30 September 2020,03 October 2020,1,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Greta,Macherey,Pfingstberggasse,8,72510,Stetten am kalten Markt,Germany,01 October 2020,04 October 2020,3,0.0,0.0,0.0,79.99,67.21848739495798,0.19,239.97,201.65546218487395,38.314537815126045
Ingrid,Macht,Kiehnwerderallee,25,72582,Grabenstetten,Germany,02 October 2020,05 October 2020,2,0.0,0.0,0.0,15.99,13.436974789915968,0.19,31.98,26.873949579831933,5.106050420168067
Ellen,Babayigit,Aprikosensteig,28,71577,Großerlach,Germany,03 October 2020,06 October 2020,1,4.99,5.9381,5.9381,39.99,33.60504201680673,0.19,39.99,33.60504201680673,6.384957983193274
Falko,Eberlein,Albert-Einstein-Straße,29,71577,Großerlach,Germany,04 October 2020,07 October 2020,1,0.0,0.0,0.0,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Walid,Jacobson,Ekkehardstraße,6,72501,Gammertingen,Germany,05 October 2020,08 October 2020,2,0.0,0.0,0.0,59.99,50.41176470588236,0.19,119.98,100.82352941176472,19.15647058823529
Levi,Gächter,Büchnerweg,2,72532,Gomadingen,Germany,06 October 2020,09 October 2020,1,1.0,1.19,1.19,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Tahua,Haberfellner,Bodelschwinghstraße,95,69469,Weinheim (Bergstraße),Germany,07 October 2020,10 October 2020,1,1.54,1.8326,1.8326,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Martje,Eberhahn,Schneckenburgerstraße,65,71543,Wüstenrot,Germany,08 October 2020,11 October 2020,2,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,3.98,3.3445378151260505,0.6354621848739495
Nada,Gaerke,Gemeinschaftsstraße,25,72636,Frickenhausen (Württemberg),Germany,09 October 2020,12 October 2020,1,0.0,0.0,0.0,169.99,142.84873949579833,0.19,169.99,142.84873949579833,27.14126050420168
Kayra,Oberberger,Hoffmannstraße,2,72818,Trochtelfingen,Germany,10 October 2020,13 October 2020,1,0.0,0.0,0.0,89.99,75.6218487394958,0.19,89.99,75.6218487394958,14.368151260504192
Curt,Cafaro,Hollstraße,26,72513,Hettingen,Germany,11 October 2020,14 October 2020,2,1.7,2.023,2.023,59.99,50.41176470588236,0.19,119.98,100.82352941176472,19.15647058823529
Badi,Lacina,Eigenheimgasse,84,72135,Dettenhausen,Germany,12 October 2020,15 October 2020,1,0.0,0.0,0.0,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Calvin,Cabot,Köpenicker Straße,5,72469,Meßstetten,Germany,13 October 2020,16 October 2020,2,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,7.98,6.7058823529411775,1.274117647058823
Emilio,Macha,Abram-Joffe-Straße,5,72367,Weilen unter den Rinnen,Germany,14 October 2020,17 October 2020,1,0.0,0.0,0.0,60.99,51.25210084033614,0.19,60.99,51.25210084033614,9.73789915966386
Fabiola,Macheleidt,Waldstraße,48,72474,Winterlingen,Germany,15 October 2020,18 October 2020,1,0.0,0.0,0.0,99.99,84.02521008403362,0.19,99.99,84.02521008403362,15.964789915966378
Jeremy,Padovano,Königsheideweg,1,72359,Dotternhausen,Germany,16 October 2020,19 October 2020,1,0.0,0.0,0.0,32.99,27.722689075630257,0.19,32.99,27.722689075630257,5.267310924369745
Georg,Ebersberger,Oberspreestraße,6,71706,Markgröningen,Germany,17 October 2020,20 October 2020,2,1.69,2.0111,2.0111,49.99,42.00840336134454,0.19,99.98,84.01680672268908,15.96319327731092
Ivette,Machura,Bodelschwinghstraße,9,72589,Westerheim (Württemberg),Germany,18 October 2020,21 October 2020,1,2.4,2.856,2.856,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Paul,Labbate,Eichbuschallee,3,71287,Weissach,Germany,19 October 2020,22 October 2020,1,0.0,0.0,0.0,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Allissa,Abeltshauser,Otto-Franke-Straße,14,71126,Gäufelden,Germany,20 October 2020,23 October 2020,1,0.0,0.0,0.0,0.99,0.8319327731092437,0.19,0.99,0.8319327731092437,0.1580672268907562
Arik,Lachat,Bärdorfer Zeile,4,71686,Remseck am Neckar,Germany,21 October 2020,24 October 2020,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Quentin,Bachl,Friedenstraße,4,72218,Wildberg (Schwarzwald),Germany,22 October 2020,25 October 2020,1,1.55,1.8445,1.8445,99.99,84.02521008403362,0.19,99.99,84.02521008403362,15.964789915966378
Bente,Abicht,Wünschelburger Gang,15,71229,Leonberg (Württemberg),Germany,23 October 2020,26 October 2020,2,0.0,0.0,0.0,12.99,10.915966386554622,0.19,25.98,21.831932773109244,4.148067226890756
Emira,Baban,Barbara-McClintock-Straße,5,71566,Althütte,Germany,24 October 2020,27 October 2020,1,1.4,1.666,1.666,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Dalia,Baas,Thelenstraße,8,71404,Korb,Germany,25 October 2020,28 October 2020,2,0.0,0.0,0.0,79.99,67.21848739495798,0.19,159.98,134.43697478991595,25.54302521008404
Gisele,Machmer,Chris-Gueffroy-Allee,45,72525,Münsingen (Württemberg),Germany,26 October 2020,29 October 2020,1,2.3,2.737,2.737,9.99,8.394957983193278,0.19,9.99,8.394957983193278,1.5950420168067223
Godo,Eberts,Stienitzseestraße,8,71729,Erdmannhausen,Germany,27 October 2020,30 October 2020,1,0.0,0.0,0.0,359.99,302.51260504201684,0.19,359.99,302.51260504201684,57.477394957983165
Fatih,Eberharter,Thomas-Müntzer-Straße,1,71560,Sulzbach an der Murr,Germany,28 October 2020,31 October 2020,1,0.0,0.0,0.0,6.99,5.873949579831933,0.19,6.99,5.873949579831933,1.116050420168067
Ira,Machulla,Baumschulenstraße,4,72585,Riederich,Germany,29 October 2020,01 November 2020,3,7.56,8.9964,8.9964,4.69,3.941176470588236,0.19,14.07,11.823529411764708,2.2464705882352938
Ugor,Jackermeier,Behringstraße,9,72364,Obernheim,Germany,30 October 2020,02 November 2020,1,0.0,0.0,0.0,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Timo,Jabs,Vimystraße,26,72250,Freudenstadt,Germany,31 October 2020,03 November 2020,1,0.0,0.0,0.0,199.99,168.05882352941177,0.19,199.99,168.05882352941177,31.93117647058824
Kadir,Gacic,Lohnauer Steig,98,72474,Winterlingen,Germany,01 November 2020,04 November 2020,1,0.0,0.0,0.0,39.99,33.60504201680673,0.19,39.99,33.60504201680673,6.384957983193274
Ellen,Laab,Barbara-McClintock-Straße,9,71093,Weil im Schönbuch,Germany,02 November 2020,05 November 2020,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Hannes,Eberwein,Vimystraße,2,71735,Eberdingen,Germany,03 November 2020,06 November 2020,1,0.0,0.0,0.0,99.99,84.02521008403362,0.19,99.99,84.02521008403362,15.964789915966378
Edgar,Machal,Oberspreestraße,28,72393,Burladingen,Germany,04 November 2020,07 November 2020,1,0.0,0.0,0.0,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Jonte,Pade,Ekkehardstraße,1,72297,Seewald,Germany,05 November 2020,08 November 2020,1,0.0,0.0,0.0,199.99,168.05882352941177,0.19,199.99,168.05882352941177,31.93117647058824
Erwin,Caki,Abram-Joffe-Straße,95,72622,Nürtingen,Germany,06 November 2020,09 November 2020,1,3.99,4.7481,4.7481,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Finjas,Laakso,Ernststraße,25,71139,Ehningen,Germany,07 November 2020,10 November 2020,1,0.0,0.0,0.0,79.99,67.21848739495798,0.19,79.99,67.21848739495798,12.77151260504202
Eliot,Macfarlane,Justus-von-Liebig-Straße,65,72364,Obernheim,Germany,08 November 2020,11 November 2020,1,0.0,0.0,0.0,6.99,5.873949579831933,0.19,6.99,5.873949579831933,1.116050420168067
Maeve,Obermeit,Radickestraße,25,72505,Krauchenwies,Germany,09 November 2020,12 November 2020,1,0.0,0.0,0.0,99.99,84.02521008403362,0.19,99.99,84.02521008403362,15.964789915966378
Irma,Oakes,Dammweg,58,72622,Nürtingen,Germany,10 November 2020,13 November 2020,1,1.5,1.785,1.785,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Tabita,Haberer,Berberitzenweg,8,69439,Zwingenberg (Baden),Germany,11 November 2020,14 November 2020,1,1.35,1.6065,1.6065,39.99,33.60504201680673,0.19,39.99,33.60504201680673,6.384957983193274
Henrik,Ebhardt,Weerthstraße,1,71739,Oberriexingen,Germany,12 November 2020,15 November 2020,1,1.69,2.0111,2.0111,79.99,67.21848739495798,0.19,79.99,67.21848739495798,12.77151260504202
Yu,Iberl,Husstraße,25,71263,Weil der Stadt,Germany,13 November 2020,16 November 2020,2,0.0,0.0,0.0,19.99,16.798319327731093,0.19,39.98,33.596638655462186,6.383361344537811
Izzy,Pacifico,Ernststraße,27,72810,Gomaringen,Germany,14 November 2020,17 November 2020,1,3.99,4.7481,4.7481,169.99,142.84873949579833,0.19,169.99,142.84873949579833,27.14126050420168
Enzo,Cairns,Wassermannstraße,3,72581,Dettingen an der Erms,Germany,15 November 2020,18 November 2020,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Helen,Macholdt,Gondeker Straße,84,72539,Pfronstetten,Germany,16 November 2020,19 November 2020,1,0.0,0.0,0.0,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Fabia,Machel,Vimystraße,25,72469,Meßstetten,Germany,17 November 2020,20 November 2020,1,0.0,0.0,0.0,79.99,67.21848739495798,0.19,79.99,67.21848739495798,12.77151260504202
Jaakov,Gabriel,Adlergestell,2,72367,Weilen unter den Rinnen,Germany,18 November 2020,21 November 2020,1,0.0,0.0,0.0,99.99,84.02521008403362,0.19,99.99,84.02521008403362,15.964789915966378
Nancy,Haab,Handjerystraße,4,72644,Oberboihingen,Germany,19 November 2020,22 November 2020,2,0.0,0.0,0.0,49.99,42.00840336134454,0.19,99.98,84.01680672268908,15.96319327731092
Guiseppe,Paarmann,Albert-Einstein-Straße,61,72534,Hayingen,Germany,20 November 2020,23 November 2020,1,0.0,0.0,0.0,69.99,58.81512605042017,0.19,69.99,58.81512605042017,11.174873949579826
Ben,Lachmann,Hoffmannstraße,3,71723,Großbottwar,Germany,21 November 2020,24 November 2020,1,0.0,0.0,0.0,99.99,84.02521008403362,0.19,99.99,84.02521008403362,15.964789915966378
Aamenah,Abel,Helbigstraße,8,71093,Weil im Schönbuch,Germany,22 November 2020,25 November 2020,1,0.0,0.0,0.0,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Fanny,Daasch,Barbara-McClintock-Straße,24,72810,Gomaringen,Germany,23 November 2020,26 November 2020,1,0.0,0.0,0.0,60.99,51.25210084033614,0.19,60.99,51.25210084033614,9.73789915966386
Wanja,Jacobs,Dammweg,25,72479,Straßberg,Germany,24 November 2020,27 November 2020,1,3.0,3.5700000000000003,3.5700000000000003,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Andrea,Kabra,Radickestraße,65,68804,Altlußheim,Germany,25 November 2020,28 November 2020,1,0.0,0.0,0.0,69.99,58.81512605042017,0.19,69.99,58.81512605042017,11.174873949579826
Wadi,Jacobsen,Eichbuschallee,48,72488,Sigmaringen,Germany,26 November 2020,29 November 2020,1,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Bianca,Aberl,Steinbachstraße,9,71149,Bondorf,Germany,27 November 2020,30 November 2020,2,0.0,0.0,0.0,4.69,3.941176470588236,0.19,9.38,7.882352941176472,1.4976470588235289
Namo,Ickenroth,Glienicker Weg,65,71563,Affalterbach,Germany,28 November 2020,01 December 2020,1,0.0,0.0,0.0,39.99,33.60504201680673,0.19,39.99,33.60504201680673,6.384957983193274
Luis,Bacak,Eschenbachstraße,3,72144,Dußlingen,Germany,29 November 2020,02 December 2020,1,0.0,0.0,0.0,6.99,5.873949579831933,0.19,6.99,5.873949579831933,1.116050420168067
Benedikt,Lachner,Neltestraße,9,71732,Tamm,Germany,30 November 2020,03 December 2020,1,0.0,0.0,0.0,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Nele,Gänsicke,Eigenheimgasse,25,72589,Westerheim (Württemberg),Germany,01 December 2020,04 December 2020,2,1.99,2.3681,2.3681,1.99,1.6722689075630253,0.19,3.98,3.3445378151260505,0.6354621848739495
Adriana,Kabir,Handjerystraße,65,68723,Schwetzingen,Germany,02 December 2020,05 December 2020,1,0.0,0.0,0.0,359.99,302.51260504201684,0.19,359.99,302.51260504201684,57.477394957983165
Joel,Padberg,Eichbuschallee,1,72296,Schopfloch (Schwarzwald),Germany,03 December 2020,06 December 2020,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Nadeshda,Gärner,Glienicker Weg,14,72639,Neuffen,Germany,04 December 2020,07 December 2020,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Georg,Paasche,Abram-Joffe-Straße,24,72539,Pfronstetten,Germany,05 December 2020,08 December 2020,2,0.0,0.0,0.0,9.99,8.394957983193278,0.19,19.98,16.789915966386555,3.190084033613445
Louisa,Eastman,Büchnerweg,58,71134,Aidlingen,Germany,06 December 2020,09 December 2020,1,2.33,2.7727,2.7727,149.99,126.0420168067227,0.19,149.99,126.0420168067227,23.94798319327731
Tea,Haber,Heidemühler Weg,3,69427,Mudau,Germany,07 December 2020,10 December 2020,1,1.7,2.023,2.023,79.99,67.21848739495798,0.19,79.99,67.21848739495798,12.77151260504202
Idil,Paci,Dornbrunner Straße,29,72800,Eningen unter Achalm,Germany,08 December 2020,11 December 2020,1,3.0,3.5700000000000003,3.5700000000000003,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Paul,Bachlechner,Gellertstraße,48,72221,Haiterbach,Germany,09 December 2020,12 December 2020,1,2.3,2.737,2.737,499.99,420.15966386554624,0.19,499.99,420.15966386554624,79.83033613445377
Haima,Dachauer,Hallberger Zeile,2,68766,Hockenheim,Germany,10 December 2020,13 December 2020,1,0.0,0.0,0.0,499.99,420.15966386554624,0.19,499.99,420.15966386554624,79.83033613445377
Fiona,Laage,Bergaustraße,15,71120,Grafenau (Württemberg),Germany,11 December 2020,14 December 2020,1,0.0,0.0,0.0,359.99,302.51260504201684,0.19,359.99,302.51260504201684,57.477394957983165
Fae,Machendanz,Magnusstraße,3,72488,Sigmaringen,Germany,12 December 2020,15 December 2020,1,1.33,1.5827,1.5827,89.99,75.6218487394958,0.19,89.99,75.6218487394958,14.368151260504192
Meike,Abdelkader,Anna-Seghers-Straße,27,69245,Bammental,Germany,13 December 2020,16 December 2020,1,1.69,2.0111,2.0111,59.99,50.41176470588236,0.19,59.99,50.41176470588236,9.578235294117649
Annika,Abdelli,Büchnerweg,25,69251,Gaiberg,Germany,14 December 2020,17 December 2020,1,1.99,2.3681,2.3681,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Maya,Abbott,Hackenbergstraße,1,69207,Sandhausen,Germany,15 December 2020,18 December 2020,1,6.43,7.6517,7.6517,60.99,51.25210084033614,0.19,60.99,51.25210084033614,9.73789915966386
Lia,Ebbinghaus,Moissistraße,26,71263,Weil der Stadt,Germany,16 December 2020,19 December 2020,3,0.0,0.0,0.0,39.99,33.60504201680673,0.19,119.97,100.81512605042018,19.154873949579823
Jonas,Babisch,Kiehnwerderallee,3,71732,Tamm,Germany,17 December 2020,20 December 2020,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Gustav,Eberling,Am Studio,27,71679,Asperg,Germany,18 December 2020,21 December 2020,1,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Uli,Haberger,Dammweg,1,69493,Hirschberg an der Bergstraße,Germany,19 December 2020,22 December 2020,1,1.65,1.9635,1.9635,9.99,8.394957983193278,0.19,9.99,8.394957983193278,1.5950420168067223
Leonie,Ebbecke,Gemeinschaftsstraße,15,71154,Nufringen,Germany,20 December 2020,23 December 2020,2,1.54,1.8326,1.8326,49.99,42.00840336134454,0.19,99.98,84.01680672268908,15.96319327731092
Nadine,Saalfeld,Helbigstraße,19,72555,Metzingen,Germany,21 December 2020,24 December 2020,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Jakobine,Obenauer,Hohenbirker Weg,25,72657,Altenriet,Germany,22 December 2020,25 December 2020,1,0.0,0.0,0.0,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Barbara,Kachelmann,Vogelbeerstraße,6,69207,Sandhausen,Germany,23 December 2020,26 December 2020,1,1.24,1.4756,1.4756,32.99,27.722689075630257,0.19,32.99,27.722689075630257,5.267310924369745
Eleni,Baber,Chris-Gueffroy-Allee,65,71686,Remseck am Neckar,Germany,24 December 2020,27 December 2020,1,1.99,2.3681,2.3681,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Berit,Kachler,Wassermannstraße,8,69214,Eppelheim,Germany,25 December 2020,28 December 2020,1,1.35,1.6065,1.6065,16.99,14.277310924369749,0.19,16.99,14.277310924369749,2.7126890756302515
Joana,Dähn,Bärdorfer Zeile,3,69253,Heiligkreuzsteinach,Germany,26 December 2020,29 December 2020,1,0.0,0.0,0.0,15.99,13.436974789915968,0.19,15.99,13.436974789915968,2.5530252100840336
Henri,Pach,Seidenbaustraße,5,72587,Römerstein,Germany,27 December 2020,30 December 2020,2,0.0,0.0,0.0,0.99,0.8319327731092437,0.19,1.98,1.6638655462184877,0.3161344537815125
Allessandro,Bachstein,Husstraße,6,72361,Hausen am Tann,Germany,28 December 2020,31 December 2020,1,1.22,1.4518,1.4518,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Augusta,Abdelrahman,Eigenheimgasse,48,69253,Heiligkreuzsteinach,Germany,29 December 2020,01 January 2021,1,1.99,2.3681,2.3681,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Aida,Abegg,Handjerystraße,2,71088,Holzgerlingen,Germany,30 December 2020,02 January 2021,1,0.0,0.0,0.0,9.99,8.394957983193278,0.19,9.99,8.394957983193278,1.5950420168067223
Martin,Ibrahim,Hauptweg,2,71364,Winnenden,Germany,31 December 2020,03 January 2021,2,2.55,3.0345,3.0345,79.99,67.21848739495798,0.19,159.98,134.43697478991595,25.54302521008404
