Vorname,Name,Straße,Hausnummer,PLZ,Ort,Land,Produkt,Bestell_Nummer,ASIN_ID,Bestell_Datum,Rechnungs_Nummer,Rechnungs_Liefer_Datum,n,VK ohne Ust,VK mit Ust,VK Gesamt,Stückpreis mit Ust,Stückpreis ohne Ust,Ust. % Satz,ZS Produkt,Zs ohne Ust,Gesamt Ust. Betrag
Konrad,Päpke,Hauptweg,47,72414,Rangendingen,Germany,Tischlampe Nachttischlampe 2er Set,123-1234120-1234120,if492jf653,22 June 2020,DE3MQ653AEUI,25 June 2020,2,0.0,0.0,0.0,32.99,27.722689075630257,0.19,65.98,55.44537815126051,10.53462184873949
Eleni,Laackmann,Aprikosensteig,47,71111,Waldenbuch,Germany,26 ZOLL MOUNTAINBIKE SHIMANO 21GANG 26,123-1234121-1234121,if492jf654,23 June 2020,DE3MQ654AEUI,26 June 2020,1,0.0,0.0,0.0,499.99,420.15966386554624,0.19,499.99,420.15966386554624,79.83033613445377
Lenny,Quach,Hackenbergstraße,62,72501,Gammertingen,Germany,Dichtung - Plastik,123-1234122-1234122,if492jf655,24 June 2020,DE3MQ655AEUI,27 June 2020,1,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Jodi,Dämgen,Hackenbergstraße,2,69427,Mudau,Germany,Dichtung - Plastik,123-1234123-1234123,if492jf656,25 June 2020,DE3MQ656AEUI,28 June 2020,1,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Finn,Machan,Richard-Willstätter-Straße,98,72406,Bisingen,Germany,Dichtung - Plastik,123-1234124-1234124,if492jf657,26 June 2020,DE3MQ657AEUI,29 June 2020,1,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Okka,Haaga,Nipkowstraße,26,72660,Beuren bei Nürtingen,Germany,Nike Court Borough Mid Winter Sneaker,123-1234125-1234125,if492jf658,27 June 2020,DE3MQ658AEUI,30 June 2020,1,1.54,1.8326,1.8326,89.99,75.6218487394958,0.19,89.99,75.6218487394958,14.368151260504192
Celia,Däubler,Hauptweg,25,71093,Weil im Schönbuch,Germany,Dichtung - Plastik,123-1234126-1234126,if492jf659,28 June 2020,DE3MQ659AEUI,01 July 2020,1,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Liv,Oberle,Eigenheimgasse,1,72406,Bisingen,Germany,Retro LED Lampe Schreibtischlampe,123-1234127-1234127,if492jf660,29 June 2020,DE3MQ660AEUI,02 July 2020,2,1.0,1.19,1.19,5.99,5.033613445378152,0.19,11.98,10.067226890756304,1.9127731092436964
Ebbo,Cakiroglu,Platz der Befreiung,36,72644,Oberboihingen,Germany,LED Deckenleuchte Wandleuchte Fernbedienung,123-1234128-1234128,if492jf661,30 June 2020,DE3MQ661AEUI,03 July 2020,2,2.99,3.5581000000000005,3.5581000000000005,16.99,14.277310924369749,0.19,33.98,28.55462184873949,5.425378151260503
Greta,Dabbert,Agavensteig,1,72818,Trochtelfingen,Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1234129-1234129,if492jf662,01 July 2020,DE3MQ662AEUI,04 July 2020,1,0.0,0.0,0.0,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Hauke,Ebrecht,Dornbrunner Straße,14,72184,Eutingen im Gäu,Germany,Flachdichtung - WC,123-1234130-1234130,if492jf663,02 July 2020,DE3MQ663AEUI,05 July 2020,5,2.56,3.0464,3.0464,0.99,0.8319327731092437,0.19,4.95,4.159663865546219,0.7903361344537814
Jules,Gabbe,Kiehnwerderallee,2,72227,Egenhausen,Germany,Tischlampe Nachttischlampe 2er Set,123-1234131-1234131,if492jf664,03 July 2020,DE3MQ664AEUI,06 July 2020,1,0.0,0.0,0.0,32.99,27.722689075630257,0.19,32.99,27.722689075630257,5.267310924369745
Gerald,Eberspächer,Richard-Willstätter-Straße,1,71711,Steinheim an der Murr,Germany,Philipp Plein Sport Runner Sneaker ,123-1234132-1234132,if492jf665,04 July 2020,DE3MQ665AEUI,07 July 2020,1,1.54,1.8326,1.8326,79.99,67.21848739495798,0.19,79.99,67.21848739495798,12.77151260504202
Jutta,Dämmrich,Husstraße,3,69436,Schönbrunn (Baden),Germany,Hirsch Rentier Elch Figur,123-1234133-1234133,if492jf666,05 July 2020,DE3MQ666AEUI,08 July 2020,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Nele,Saalfrank,Hollstraße,1,72574,Bad Urach,Germany,Rennrad Herren Gebraucht,123-1234134-1234134,if492jf667,06 July 2020,DE3MQ667AEUI,09 July 2020,2,0.0,0.0,0.0,199.99,168.05882352941177,0.19,399.98,336.11764705882354,63.86235294117648
Maeve,Eberhard,Selchowstraße,9,71546,Aspach bei Backnang,Germany,Tischlampe Nachttischlampe 2er Set,123-1234135-1234135,if492jf668,07 July 2020,DE3MQ668AEUI,10 July 2020,2,0.0,0.0,0.0,32.99,27.722689075630257,0.19,65.98,55.44537815126051,10.53462184873949
Kadir,Paeper,Hackenbergstraße,62,72411,Bodelshausen,Germany,Dichtung - Plastik,123-1234136-1234136,if492jf669,08 July 2020,DE3MQ669AEUI,11 July 2020,1,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Jonna,Obenland,Bohrauer Pfad,6,72666,Neckartailfingen,Germany,LENOVO ThinkPad X260 Intel Core i7 6. Gen 2,123-1234137-1234137,if492jf670,09 July 2020,DE3MQ670AEUI,12 July 2020,1,0.0,0.0,0.0,169.99,142.84873949579833,0.19,169.99,142.84873949579833,27.14126050420168
Maxim,Gänger,Köpenicker Straße,95,72584,Hülben,Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1234138-1234138,if492jf671,10 July 2020,DE3MQ671AEUI,13 July 2020,1,0.0,0.0,0.0,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Tiny,Jach,Weerthstraße,23,72297,Seewald,Germany,Dimmbar LED Klemmleuchte Schreibtischlampe,123-1234139-1234139,if492jf672,11 July 2020,DE3MQ672AEUI,14 July 2020,1,1.7,2.023,2.023,39.99,33.60504201680673,0.19,39.99,33.60504201680673,6.384957983193274
Gisele,Dabo,Ernststraße,4,68723,Oftersheim,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1234140-1234140,if492jf673,12 July 2020,DE3MQ673AEUI,15 July 2020,1,1.54,1.8326,1.8326,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Marco,Jabin,Oberspreestraße,47,72202,Nagold,Germany,"Panasonic ToughBook CF-52 i5 15,4",123-1234141-1234141,if492jf674,13 July 2020,DE3MQ674AEUI,16 July 2020,1,0.0,0.0,0.0,149.99,126.0420168067227,0.19,149.99,126.0420168067227,23.94798319327731
Leopold,Qerimi,Lohnauer Steig,2,72419,Neufra,Germany,Himalaya- Salzlampe,123-1234142-1234142,if492jf675,14 July 2020,DE3MQ675AEUI,17 July 2020,1,1.55,1.8445,1.8445,6.99,5.873949579831933,0.19,6.99,5.873949579831933,1.116050420168067
Birte,Kacprzak,Dörpfeldstraße,3,69226,Nußloch,Germany,Flachdichtung - WC,123-1234143-1234143,if492jf676,15 July 2020,DE3MQ676AEUI,18 July 2020,1,1.65,1.9635,1.9635,0.99,0.8319327731092437,0.19,0.99,0.8319327731092437,0.1580672268907562
Enes,Cakin,Newtonstraße,84,72636,Frickenhausen (Württemberg),Germany,LED Unterbauleuchte Lichtleiste Küche,123-1234144-1234144,if492jf677,16 July 2020,DE3MQ677AEUI,19 July 2020,1,4.99,5.9381,5.9381,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Lara,Oberholz,Handjerystraße,4,72365,Ratshausen,Germany,Gummi-Dichtung,123-1234145-1234145,if492jf678,17 July 2020,DE3MQ678AEUI,20 July 2020,1,3.99,4.7481,4.7481,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Emilio,Cakir,Oberspreestraße,25,72639,Neuffen,Germany,Tischlampe Nachttischlampe 2er Set,123-1234146-1234146,if492jf679,18 July 2020,DE3MQ679AEUI,21 July 2020,2,5.99,7.1281,7.1281,32.99,27.722689075630257,0.19,65.98,55.44537815126051,10.53462184873949
Juna,Abazaj,Hauptweg,3,68789,Sankt Leon-Rot,Germany,Hirsch Rentier Elch Figur,123-1234147-1234147,if492jf680,19 July 2020,DE3MQ680AEUI,22 July 2020,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Flavio,Eberius,Wassermannstraße,9,71566,Althütte,Germany,Kappa Base 2 Sportschuhe Turnschuhe Sneakers,123-1234148-1234148,if492jf681,20 July 2020,DE3MQ681AEUI,23 July 2020,1,1.99,2.3681,2.3681,60.99,51.25210084033614,0.19,60.99,51.25210084033614,9.73789915966386
Nadja,Gängler,Moissistraße,1,72585,Riederich,Germany,LED Unterbauleuchte Mit Bewegungsmelder,123-1234149-1234149,if492jf682,21 July 2020,DE3MQ682AEUI,24 July 2020,1,0.0,0.0,0.0,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Smila,Haasler,Waldstraße,1,68804,Altlußheim,Germany,Hirsch Rentier Elch Figur,123-1234150-1234150,if492jf683,22 July 2020,DE3MQ683AEUI,25 July 2020,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Cadmus,Lackner,Helbigstraße,4,72149,Neustetten,Germany,Rakete Roadster Berlin - Urban Bike,123-1234151-1234151,if492jf684,23 July 2020,DE3MQ684AEUI,26 July 2020,1,1.7,2.023,2.023,359.99,302.51260504201684,0.19,359.99,302.51260504201684,57.477394957983165
Rosa,Abbey,Gellertstraße,5,69190,Walldorf (Baden),Germany,Himalaya- Salzlampe,123-1234152-1234152,if492jf685,24 July 2020,DE3MQ685AEUI,27 July 2020,1,1.33,1.5827,1.5827,6.99,5.873949579831933,0.19,6.99,5.873949579831933,1.116050420168067
Cainan,Cacic,Gemeinschaftsstraße,65,72501,Gammertingen,Germany,LED Unterbauleuchte Mit Bewegungsmelder,123-1234153-1234153,if492jf686,25 July 2020,DE3MQ686AEUI,28 July 2020,4,0.0,0.0,0.0,29.99,25.201680672268907,0.19,119.96,100.80672268907564,19.153277310924366
Miran,Ibrahimovic,Husstraße,8,71394,Kernen im Remstal,Germany,NIKE AIR FORCE 1 Mit Stiefel TOoP Sneaker,123-1234154-1234154,if492jf687,26 July 2020,DE3MQ687AEUI,29 July 2020,3,0.0,0.0,0.0,99.99,84.02521008403362,0.19,299.97,252.07563025210084,47.894369747899134
Sonja,Haasper,Zinsgutstraße,9,69151,Neckargemünd,Germany,Retro LED Lampe Schreibtischlampe,123-1234155-1234155,if492jf688,27 July 2020,DE3MQ688AEUI,30 July 2020,1,0.0,0.0,0.0,5.99,5.033613445378152,0.19,5.99,5.033613445378152,0.9563865546218482
Adam,Bachmayr,Bärdorfer Zeile,61,72299,Wörnersberg,Germany,Hirsch Rentier Elch Figur,123-1234156-1234156,if492jf689,28 July 2020,DE3MQ689AEUI,31 July 2020,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Leo,Gaderer,Hauptweg,6,72511,Bingen bei Sigmaringen,Germany,Gummi-Dichtung,123-1234157-1234157,if492jf690,29 July 2020,DE3MQ690AEUI,01 August 2020,1,3.0,3.5700000000000003,3.5700000000000003,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Jardis,Dade,Forsthausallee,98,69198,Schriesheim,Germany,LED Unterbauleuchte Mit Bewegungsmelder,123-1234158-1234158,if492jf691,30 July 2020,DE3MQ691AEUI,02 August 2020,1,0.0,0.0,0.0,29.99,25.201680672268907,0.19,29.99,25.201680672268907,4.788319327731092
Celine,Baar,Seidenbaustraße,5,71384,Weinstadt,Germany,LENOVO ThinkPad X260 Intel Core i7 6. Gen 2,123-1234159-1234159,if492jf692,31 July 2020,DE3MQ692AEUI,03 August 2020,1,1.54,1.8326,1.8326,169.99,142.84873949579833,0.19,169.99,142.84873949579833,27.14126050420168
Pascal,Idrissi,Walther-Nernst-Straße,1,71732,Tamm,Germany,Dichtung - Plastik,123-1234160-1234160,if492jf693,01 August 2020,DE3MQ693AEUI,04 August 2020,2,2.99,3.5581000000000005,3.5581000000000005,1.99,1.6722689075630253,0.19,3.98,3.3445378151260505,0.6354621848739495
Hayo,Gaab,Ernststraße,48,72189,Vöhringen (Württemberg),Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1234161-1234161,if492jf694,02 August 2020,DE3MQ694AEUI,05 August 2020,1,1.5,1.785,1.785,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Henryk,Ebling,Pfingstberggasse,8,72145,Hirrlingen,Germany,LED Unterbauleuchte Mit Bewegungsmelder,123-1234162-1234162,if492jf695,03 August 2020,DE3MQ695AEUI,06 August 2020,3,1.99,2.3681,2.3681,29.99,25.201680672268907,0.19,89.97,75.60504201680672,14.364957983193278
Anisha,Kabat,Köpenicker Straße,8,72820,Sonnenbühl,Germany,PUMA Nucleus Trainingsschuhe,123-1234163-1234163,if492jf696,04 August 2020,DE3MQ696AEUI,07 August 2020,1,0.0,0.0,0.0,59.99,50.41176470588236,0.19,59.99,50.41176470588236,9.578235294117649
Berenike,Abdel,Lohnauer Steig,65,69231,Rauenberg,Germany,Hirsch Rentier Elch Figur,123-1234164-1234164,if492jf697,05 August 2020,DE3MQ697AEUI,08 August 2020,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Arthur,Bachmayer,Neltestraße,2,72297,Seewald,Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1234165-1234165,if492jf698,06 August 2020,DE3MQ698AEUI,09 August 2020,1,0.0,0.0,0.0,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Quinta,Haarhuis,Abram-Joffe-Straße,8,68542,Heddesheim,Germany,Gummi-Dichtung,123-1234166-1234166,if492jf699,07 August 2020,DE3MQ699AEUI,10 August 2020,1,0.0,0.0,0.0,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Kaarle,Paegelow,Gellertstraße,9,72401,Haigerloch,Germany,Lavalampe Magma Lava Lampe Magmaleuchte,123-1234167-1234167,if492jf700,08 August 2020,DE3MQ700AEUI,11 August 2020,1,0.0,0.0,0.0,6.39,5.369747899159663,0.19,6.39,5.369747899159663,1.0202521008403362
Jukka,Paditz,Heidekampweg,2,72355,Schömberg (Zollernalbkreis),Germany,Gummi-Dichtung,123-1234168-1234168,if492jf701,09 August 2020,DE3MQ701AEUI,12 August 2020,1,2.55,3.0345,3.0345,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Dominique,Baba,Wilhelm-Ostwald-Straße,51,71554,Weissach im Tal,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1234169-1234169,if492jf702,10 August 2020,DE3MQ702AEUI,13 August 2020,1,0.0,0.0,0.0,49.99,42.00840336134454,0.19,49.99,42.00840336134454,7.981596638655461
Ulva,Iacona,Güldenhofer Ufer,14,71101,Schönaich,Germany,Gummi-Dichtung,123-1234170-1234170,if492jf703,11 August 2020,DE3MQ703AEUI,14 August 2020,1,0.0,0.0,0.0,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
Dalia,Kaddatz,Seidenbaustraße,9,69259,Wilhelmsfeld,Germany,Hirsch Rentier Elch Figur,123-1234171-1234171,if492jf704,12 August 2020,DE3MQ704AEUI,15 August 2020,1,3.0,3.5700000000000003,3.5700000000000003,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Julia,Abbas,Lohnauer Steig,8,68804,Altlußheim,Germany,Gummi-Dichtung,123-1234172-1234172,if492jf705,13 August 2020,DE3MQ705AEUI,16 August 2020,3,0.0,0.0,0.0,2.99,2.512605042016807,0.19,8.97,7.537815126050421,1.4321848739495795
Luzia,Babick,Felsenfest,26,71711,Murr,Germany,LED Deckenleuchte Wandleuchte Fernbedienung,123-1234173-1234173,if492jf706,14 August 2020,DE3MQ706AEUI,17 August 2020,1,0.0,0.0,0.0,16.99,14.277310924369749,0.19,16.99,14.277310924369749,2.7126890756302515
Flora,Kaan,Hackenbergstraße,62,72649,Wolfschlugen,Germany,"Playstation, Icons Light, Nachtlicht",123-1234174-1234174,if492jf707,15 August 2020,DE3MQ707AEUI,18 August 2020,1,1.99,2.3681,2.3681,15.99,13.436974789915968,0.19,15.99,13.436974789915968,2.5530252100840336
Kathleen,Oberbeck,Hauptweg,3,72813,Sankt Johann (Württemberg),Germany,Rakete Roadster Berlin - Urban Bike,123-1234175-1234175,if492jf708,16 August 2020,DE3MQ708AEUI,19 August 2020,1,0.0,0.0,0.0,359.99,302.51260504201684,0.19,359.99,302.51260504201684,57.477394957983165
Irma,Dadas,Eschenbachstraße,9,69190,Walldorf (Baden),Germany,Dimmbar LED Klemmleuchte Schreibtischlampe,123-1234176-1234176,if492jf709,17 August 2020,DE3MQ709AEUI,20 August 2020,1,0.0,0.0,0.0,39.99,33.60504201680673,0.19,39.99,33.60504201680673,6.384957983193274
Olea,Haage,Otto-Franke-Straße,15,72661,Grafenberg,Germany,NIKE AIR FORCE 1 Mit Stiefel TOoP Sneaker,123-1234177-1234177,if492jf710,18 August 2020,DE3MQ710AEUI,21 August 2020,1,6.43,7.6517,7.6517,99.99,84.02521008403362,0.19,99.99,84.02521008403362,15.964789915966378
Uma,Iacovelli,Hohenbirker Weg,48,71111,Waldenbuch,Germany,Rost Kerze Edelrost,123-1234178-1234178,if492jf711,19 August 2020,DE3MQ711AEUI,22 August 2020,1,0.0,0.0,0.0,3.59,3.016806722689076,0.19,3.59,3.016806722689076,0.5731932773109243
Juna,Jäggle,Gellertstraße,8,72555,Metzingen,Germany,Adidas Schuhe ClimaCool 2 Sneakers,123-1234179-1234179,if492jf712,20 August 2020,DE3MQ712AEUI,23 August 2020,1,1.54,1.8326,1.8326,69.99,58.81512605042017,0.19,69.99,58.81512605042017,11.174873949579826
Jella,Obeid,Glanzstraße,2,72649,Wolfschlugen,Germany,Retro LED Lampe Schreibtischlampe,123-1234180-1234180,if492jf713,21 August 2020,DE3MQ713AEUI,24 August 2020,1,0.0,0.0,0.0,5.99,5.033613445378152,0.19,5.99,5.033613445378152,0.9563865546218482
Klaus,Gabsch,Hauptweg,1,72417,Jungingen,Germany,Hirsch Rentier Elch Figur,123-1234181-1234181,if492jf714,22 August 2020,DE3MQ714AEUI,25 August 2020,1,1.65,1.9635,1.9635,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Anisha,Abdulrahman,Eigenheimgasse,1,69469,Weinheim (Bergstraße),Germany,Hirsch Rentier Elch Figur,123-1234182-1234182,if492jf715,23 August 2020,DE3MQ715AEUI,26 August 2020,1,2.56,3.0464,3.0464,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Marlene,Oberlies,Handjerystraße,2,72419,Neufra,Germany,Hirsch Rentier Elch Figur,123-1234183-1234183,if492jf716,24 August 2020,DE3MQ716AEUI,27 August 2020,1,0.0,0.0,0.0,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Erik,Caka,Dörpfeldstraße,45,72584,Hülben,Germany,Adidas Schuhe ClimaCool 2 Sneakers,123-1234184-1234184,if492jf717,25 August 2020,DE3MQ717AEUI,28 August 2020,1,0.0,0.0,0.0,69.99,58.81512605042017,0.19,69.99,58.81512605042017,11.174873949579826
Jack,Gabb,KGA Holunderbusch,15,72226,Simmersfeld,Germany,Dichtung - Plastik,123-1234185-1234185,if492jf718,26 August 2020,DE3MQ718AEUI,29 August 2020,2,0.0,0.0,0.0,1.99,1.6722689075630253,0.19,3.98,3.3445378151260505,0.6354621848739495
Kasper,Paede,Bärdorfer Zeile,14,72369,Zimmern unter der Burg,Germany,"Playstation, Icons Light, Nachtlicht",123-1234186-1234186,if492jf719,27 August 2020,DE3MQ719AEUI,30 August 2020,1,1.33,1.5827,1.5827,15.99,13.436974789915968,0.19,15.99,13.436974789915968,2.5530252100840336
Alexander,Bachler,Hackenbergstraße,58,72226,Simmersfeld,Germany,Rakete Roadster Berlin - Urban Bike,123-1234187-1234187,if492jf720,28 August 2020,DE3MQ720AEUI,31 August 2020,1,1.99,2.3681,2.3681,359.99,302.51260504201684,0.19,359.99,302.51260504201684,57.477394957983165
Jannis,Paczkowski,Dammweg,2,72250,Freudenstadt,Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1234188-1234188,if492jf721,29 August 2020,DE3MQ721AEUI,01 September 2020,1,0.0,0.0,0.0,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Rudi,Igelmann,Thomas-Müntzer-Straße,84,72145,Hirrlingen,Germany,LED Unterbauleuchte Mit Bewegungsmelder,123-1234189-1234189,if492jf722,30 August 2020,DE3MQ722AEUI,02 September 2020,2,0.0,0.0,0.0,29.99,25.201680672268907,0.19,59.98,50.40336134453781,9.576638655462183
Linda,Oberländer,Moissistraße,2,72393,Burladingen,Germany,Hirsch Rentier Elch Figur,123-1234190-1234190,if492jf723,31 August 2020,DE3MQ723AEUI,03 September 2020,1,2.99,3.5581000000000005,3.5581000000000005,3.99,3.3529411764705888,0.19,3.99,3.3529411764705888,0.6370588235294115
Finn,Cala,Silberberger Straße,4,72657,Altenriet,Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1234191-1234191,if492jf724,01 September 2020,DE3MQ724AEUI,04 September 2020,1,3.0,3.5700000000000003,3.5700000000000003,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Rita,Haarmann,Oberspreestraße,2,68723,Plankstadt,Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1234192-1234192,if492jf725,02 September 2020,DE3MQ725AEUI,05 September 2020,1,0.0,0.0,0.0,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Rasmus,Jaafar,Albert-Einstein-Straße,14,72175,Dornhan,Germany,LENOVO ThinkPad X260 Intel Core i7 6. Gen 2,123-1234193-1234193,if492jf726,03 September 2020,DE3MQ726AEUI,06 September 2020,3,0.0,0.0,0.0,169.99,142.84873949579833,0.19,509.97,428.546218487395,81.42378151260505
Valentin,Jackstadt,Heidemühler Weg,9,72415,Grosselfingen,Germany,Himalaya- Salzlampe,123-1234194-1234194,if492jf727,04 September 2020,DE3MQ727AEUI,07 September 2020,2,3.99,4.7481,4.7481,6.99,5.873949579831933,0.19,13.98,11.747899159663866,2.232100840336134
Nils,Ibsen,Eigenheimgasse,1,71546,Aspach bei Backnang,Germany,Stehlampe Holz Tripod Stativ Dreibein,123-1234195-1234195,if492jf728,05 September 2020,DE3MQ728AEUI,08 September 2020,1,1.33,1.5827,1.5827,19.99,16.798319327731093,0.19,19.99,16.798319327731093,3.1916806722689053
Luke,Gadomski,Husstraße,1,72514,Inzigkofen,Germany,Rost Kerze Edelrost,123-1234196-1234196,if492jf729,06 September 2020,DE3MQ729AEUI,09 September 2020,1,3.99,4.7481,4.7481,3.59,3.016806722689076,0.19,3.59,3.016806722689076,0.5731932773109243
Fritzi,Dabbagh,Am Adlergestell,26,72813,Sankt Johann (Württemberg),Germany,Herren Schuhe Turnschuhe Sneaker Airmax,123-1234197-1234197,if492jf730,07 September 2020,DE3MQ730AEUI,10 September 2020,1,0.0,0.0,0.0,119.99,100.83193277310924,0.19,119.99,100.83193277310924,19.15806722689075
Elif,Kadir,Pfingstberggasse,48,71088,Holzgerlingen,Germany,LED Unterbauleuchte Lichtleiste Küche,123-1234198-1234198,if492jf731,08 September 2020,DE3MQ731AEUI,11 September 2020,5,0.0,0.0,0.0,49.99,42.00840336134454,0.19,249.95,210.0420168067227,39.90798319327732
Matthias,Gäckle,Eigenheimgasse,1,72534,Hayingen,Germany,Dichtung - Plastik,123-1234199-1234199,if492jf732,09 September 2020,DE3MQ732AEUI,12 September 2020,1,2.0,2.38,2.38,1.99,1.6722689075630253,0.19,1.99,1.6722689075630253,0.3177310924369747
Robin,Igel,Steinbachstraße,95,72141,Walddorfhäslach,Germany,Herren Schuhe Turnschuhe Sneaker Airmax,123-1234200-1234200,if492jf733,10 September 2020,DE3MQ733AEUI,13 September 2020,1,0.0,0.0,0.0,119.99,100.83193277310924,0.19,119.99,100.83193277310924,19.15806722689075
Julian,Gabber,Alpenrosenweg,61,72229,Rohrdorf (Kreis Calw),Germany,LED Pyramide 60 cm warmweiß - 20 LED,123-1234201-1234201,if492jf734,11 September 2020,DE3MQ734AEUI,14 September 2020,1,0.0,0.0,0.0,12.99,10.915966386554622,0.19,12.99,10.915966386554622,2.074033613445378
Elias,Babka,Alpenrosenweg,4,71735,Eberdingen,Germany,Tragbares Wiederaufladbare Buchlampe,123-1234202-1234202,if492jf735,12 September 2020,DE3MQ735AEUI,15 September 2020,1,0.0,0.0,0.0,4.69,3.941176470588236,0.19,4.69,3.941176470588236,0.7488235294117644
Emira,Kadic,Wilhelm-Ostwald-Straße,14,69514,Laudenbach (Bergstraße),Germany,PUMA Nucleus Trainingsschuhe,123-1234203-1234203,if492jf736,13 September 2020,DE3MQ736AEUI,16 September 2020,1,3.0,3.5700000000000003,3.5700000000000003,59.99,50.41176470588236,0.19,59.99,50.41176470588236,9.578235294117649
Juni,Dademasch,Glanzstraße,65,69207,Sandhausen,Germany,LED Stern Deko Boden Lampe Weihnachte,123-1234204-1234204,if492jf737,14 September 2020,DE3MQ737AEUI,17 September 2020,1,0.0,0.0,0.0,9.99,8.394957983193278,0.19,9.99,8.394957983193278,1.5950420168067223
Leon,Gackstatter,Florian-Geyer-Straße,5,72479,Straßberg,Germany,Gummi-Dichtung,123-1234205-1234205,if492jf738,15 September 2020,DE3MQ738AEUI,18 September 2020,1,0.0,0.0,0.0,2.99,2.512605042016807,0.19,2.99,2.512605042016807,0.4773949579831931
